d0,d1,d2,d3,d4
-0.82564884,0.5537086,-0.1337732,0.75014555,-1.5192691
0.29358923,0.45417315,0.3167627,0.38349915,1.1119587
0.1695051,-0.9432188,-1.5257323,-0.80873746,-0.020279469
0.3534854,-1.1794044,0.06030111,0.72537,-1.9442145
-0.3670677,0.17295,0.9215598,-1.6416897,-1.3767172
-0.60416263,-0.40659648,0.7053658,2.209679,-0.46088713
0.43073025,-1.4589556,0.76190126,0.053472936,-0.44524696
0.06269842,0.4643879,0.1738989,-0.59984577,0.7496993
0.20126486,0.8299728,-0.43641382,0.00037002028,-0.56400305
0.54449457,0.24651323,-1.3415978,-0.046744425,0.4340306
0.5637451,-0.7497294,-0.42090324,-1.6530477,0.9698977
-0.48785716,0.5316988,-0.23683167,0.06002164,-0.7233767
1.4035571,-1.6007864,-1.1291828,1.1900964,-0.63719964
1.4509196,0.84504396,-1.9323015,-0.32247135,-0.33790898
-0.10142518,0.7701155,0.13829356,2.5948815,0.38977972
0.993806,-0.12788615,0.25263026,-0.28313234,-0.5794898
-0.82320446,0.8403272,0.50856996,-0.2829238,1.1013684
-0.20374626,-0.56731355,0.43222016,-0.5294316,-0.5839613
0.58149785,-1.1927378,-1.2387054,0.16484419,-0.5454681
0.098653935,1.3278189,0.16269751,-0.17292218,-1.4471487
-0.5324661,-1.0862606,-1.3296598,1.0819187,-0.22165933
1.8541118,-0.49953553,0.85086125,2.3008578,0.2580539
-0.54354674,-0.55332214,1.1010814,0.7538842,2.442304
0.26699418,-0.2672558,1.0376337,1.1018418,0.116886966
1.4886231,-0.18232922,1.9716917,-1.0407076,-0.7842438
-0.5268068,0.91887426,-0.56196773,1.1917211,0.3921101
-1.4657022,-0.63468874,-0.93779784,-0.37182727,-0.7203628
-1.3205903,-0.6479033,0.07284042,-2.0166216,0.61887157
-0.9479456,-0.83779854,0.18549643,0.5571019,-1.0291339
-1.5452341,-2.2102199,0.49059287,0.81460965,-1.4324481
-0.47836775,0.28572226,-0.08947398,0.17850246,1.5887355
-0.33497465,0.36872822,1.7474833,-1.386651,1.1282662
0.35756648,-2.245038,-0.8489061,0.9198972,0.025251105
-0.38379005,1.3672861,0.65122795,0.35023394,0.89439857
1.3015426,1.1092526,-0.033876117,-1.3962945,-1.1286085
0.25977957,-0.28321353,-1.0292293,-0.95510995,1.3921787
-0.8422108,-0.06445583,0.57764655,-0.24122065,0.8988439
-1.2361932,-0.3578092,0.32157466,1.2217339,-0.508949
0.67141455,-0.701713,0.759828,-0.02652765,-0.517001
1.0523766,1.0346285,-1.2170779,0.007847084,-0.81352854
-1.3463479,-0.14407483,-1.635312,-0.376415,0.5831383
0.9137807,-1.8596883,0.22517498,-0.3995913,0.013453085
-1.6673496,-0.9116536,-0.13911328,-0.8242784,-0.28267196
0.12155202,2.6725304,-1.18719,-0.054538123,-0.37001094
2.0106406,0.68852437,-1.8634198,0.16721702,-0.24222247
-0.43928808,1.1684084,0.2458032,0.7375905,0.6043334
-1.1439276,-1.2134398,-0.51886994,0.33084527,-0.057336893
0.48873192,-0.08786829,-0.50104576,0.392836,-1.3946036
-0.14132756,2.3749747,0.7406765,-1.3078083,0.63361347
1.2896016,0.113173194,1.0933731,1.4388043,0.7222554
-0.52938336,1.6998867,1.9032992,0.25695115,-0.52790296
-0.9653699,0.7153101,0.11941196,2.7002826,0.9939389
-1.4016904,0.41502845,0.28596392,0.84748435,-0.659211
-0.039133273,-0.49066535,0.5603128,-0.9924557,0.3966078
0.80190164,1.1893395,0.8192951,-0.16222458,0.014410176
0.9186731,-0.5204103,-1.2452248,-0.71032375,0.659855
-1.8870587,-0.20873348,0.18181205,-0.6876091,1.257697
0.12598634,-0.56038266,-0.4531957,1.2480272,-1.7549402
-0.10783086,1.1467338,-1.2257191,0.28780437,0.19555728
-0.19991927,-0.229805,0.8865434,0.14320269,0.7092607
1.392965,0.42760664,-0.058330137,0.7171166,0.91295636
-1.0430034,-0.4049466,-1.6978707,1.4561447,-0.84891397
-0.77171683,-0.14398074,0.014625501,0.48781523,0.13135919
-0.08349412,2.5193756,-1.8711723,-1.6155212,1.526263
-1.6872642,-1.0918628,-1.7540851,-0.27035052,-0.17954251
-2.1029372,-0.92853296,-0.1298666,1.7380831,-2.604645
1.0063673,-0.95382017,-1.1450528,-2.6875656,0.5147181
2.0382738,0.14352371,0.4992533,1.9366887,-0.39997533
0.71914417,0.121036895,2.5121903,-1.254696,-0.533227
-1.744449,1.2338113,-1.5925734,-0.57301724,-0.23227194
-0.2156999,-0.31324315,-0.3906509,-1.127992,-0.5376771
-0.26218295,1.366521,-0.94811726,2.033523,1.2465217
0.87609845,0.69074076,-0.09375699,-1.5824347,-2.8548462
0.7787601,-1.5913057,0.88030076,-0.98995966,-1.102009
1.8886778,-0.63329905,-0.6571391,0.42489555,-0.0545103
0.9314283,-0.6836662,0.9956511,0.16939703,-0.3138201
-0.38232282,-0.39052102,-3.0541422,-1.3007282,1.1437432
-0.64118934,0.17435755,-2.0600877,-0.45903918,-0.2689543
0.78103495,-0.07657199,1.7037417,0.8422354,-0.59282655
1.05817,-1.1425464,-0.70629346,0.022292446,-0.85426086
-1.290212,-0.62967014,0.67725235,-0.94064903,-0.014902277
-0.009646072,1.4131429,-0.59838426,-0.64224356,-0.74979424
0.024953593,-0.049260292,-0.6040928,0.69362545,-1.2316397
-0.40365097,-0.8646231,3.5976548,-1.2838881,0.9675622
-0.71376735,-0.36295336,-1.8175446,1.3655399,0.66324437
-1.5111798,1.6729838,1.4520075,0.047950637,-0.2647575
0.60551834,0.47341937,0.546821,1.1791188,1.6144855
-0.2670563,-0.5723793,-0.17788617,0.28497958,-1.0391877
0.112814605,-0.008282944,0.2666825,-1.5317162,0.14060101
0.40474468,-2.2341738,0.26636255,-2.1485848,-0.3056272
-0.7082219,-0.6792796,1.1893702,-1.7173446,-0.77627695
1.1631739,-0.7974939,0.026960665,1.0771104,1.5365169
-1.2176737,1.1134862,-0.4416331,1.1685296,-0.62108314
-2.104581,1.0933172,-0.32950485,1.1946882,0.50255245
-0.85711527,0.96562684,0.3061957,-0.29585007,0.64625907
0.79758775,-1.5475416,-0.47573805,0.14702912,0.38373965
1.0748746,-0.43784973,-0.055465974,0.29436636,1.0263469
0.23473592,-0.89412326,0.078748636,-0.1944042,1.2409928
-0.49262217,-1.5120509,-1.7713857,-0.69736296,-0.27950737
-0.5422444,-0.79119116,-0.45787945,-0.15282151,0.11036434
0.46697187,1.2087662,-1.6304233,-2.5265958,0.22997338
0.9291407,-0.067443475,1.8203994,0.27382937,-0.32517892
0.2625525,-0.16693635,0.25064638,-0.7483016,-1.6476332
-1.2924244,-0.11532693,-0.5132773,1.197557,1.5404125
0.94882184,0.45736167,-0.4723604,1.0930237,-1.2871721
1.2850646,-1.2969352,-0.40262225,-0.66768986,-1.5619313
-0.9353365,-0.515467,0.7993405,1.6302278,0.5990131
-0.73395866,-0.8211212,-1.3997282,1.2156905,0.22844946
-0.365494,-0.28793514,0.703033,-0.031310283,1.1690874
1.0827304,-0.081817605,0.18414819,-0.02932855,0.5744959
1.822815,1.2261164,-0.5673254,0.22323409,1.1013908
-2.290979,2.8447478,0.7753524,-1.7655767,1.2705104
-0.59614,-0.4685513,1.4774723,0.56975144,-0.27917412
-0.09532748,-2.0392072,-0.6022069,0.5255667,-0.60540545
1.5783325,-0.15626971,-0.10678681,-0.77006763,-1.8153055
0.07634262,-0.28738615,-1.2184378,1.0291213,-0.6168339
-1.5681094,1.1838928,-0.1287293,-1.2466158,-0.21585505
1.0461174,0.07373781,-0.8369639,1.1562375,0.20998079
1.0722796,0.24819098,-0.077718295,1.3290607,-0.47113645
0.7058352,0.5173263,-0.008424428,1.2065645,0.14407963
-1.1602415,-0.78873587,0.9615102,0.60345113,-0.2217877
-0.7003091,-1.4880195,-0.5573262,-1.7517991,-1.8179848
0.94767183,0.43884653,0.71734774,-0.7178038,0.50888634
0.054465525,-1.0722855,1.138526,-0.52646536,1.2872776
0.09407112,-0.55877364,1.3615109,-0.86032295,0.89833045
-0.71017593,1.737259,-0.8114158,-0.8225212,-0.1322
-1.0208371,0.4201872,1.0911402,-0.087079875,-1.2367116
-0.32665136,-0.041767493,-0.5846394,0.29496077,-0.52613467
-1.2097961,-1.5148566,0.021931738,1.0619607,-0.082638495
-2.237628,-1.7407899,-0.64321077,-0.26828602,0.1484452
-0.97239214,-0.87664455,-0.23101787,0.01575796,-0.6451883
0.39943016,-0.8880262,-0.38765103,-0.37325326,0.1581408
-0.13774177,-0.69169956,-0.06338477,0.6729126,0.33221942
0.9251981,0.39518216,0.07625101,-0.07363906,-0.3039649
1.5268967,0.6070502,-0.20645821,0.18182272,0.8972976
0.39113405,0.364367,-0.54820937,0.18626139,1.1044868
-2.159202,-0.2194502,-0.21072921,0.11669472,0.20609286
0.6866347,-0.9003903,1.5968205,1.0826366,0.35747936
0.17741601,-0.5291329,2.4235032,-0.45041162,0.25801158
0.70179707,-1.1313837,0.4837199,0.8663562,2.3273423
0.86398673,0.03033284,0.04623645,1.0188336,0.7218519
-0.33251375,2.0512686,-0.19380422,-0.542475,1.4763075
-0.7314614,0.7249361,-0.17973344,-1.1638417,1.565126
0.50064194,-0.6335301,0.4101788,0.7364237,-0.4002092
-0.23375964,0.24111292,-0.4026062,1.400156,-0.06479555
0.67718244,0.124556914,0.21029507,-0.48871857,-0.9038647
-0.15380111,1.2319336,1.1437615,2.4028382,-0.38123438
-0.3511525,1.8576502,-1.5903627,0.5092917,1.6919088
-0.47792462,-0.9485767,-0.9715475,-0.2627038,-0.3510849
0.7950352,0.34497178,-0.40409333,1.9570256,0.6045353
0.12968092,1.058278,0.09470878,-1.9946034,-0.7862938
0.736132,-0.9444883,-1.3305633,-0.5454282,-0.670644
-0.68406117,-1.2046931,0.079165116,-1.0742813,-0.7056288
-0.7898995,0.63924736,0.8917271,-0.7562343,-0.77264863
-0.9988602,0.3255715,0.8962659,-0.67833227,0.2636487
-0.49616182,-1.1740806,0.7525032,0.4620431,-0.18211712
-0.62552845,0.5490624,1.6268706,0.008804098,2.0577967
-1.5563966,-0.4864903,-1.0730385,-0.5382655,-0.21066715
0.9582176,0.3973435,0.37036777,-0.08869909,-0.27144822
-1.4989089,-0.48329407,0.7886968,0.35612926,-0.53468984
0.48370513,-0.54558456,-0.3601588,0.46714404,0.30046588
-0.16131507,2.7617488,-0.39754596,-0.92618823,-0.18324083
-1.3271595,1.0439948,-0.052359432,0.17931782,0.41365054
-0.6472495,-2.2098908,-0.26517755,-0.14198619,-0.6850997
-0.24930882,0.08484511,-0.5983266,-1.0754846,-0.69070077
-0.7135959,0.32578653,-1.443722,0.7878472,-0.070007816
0.37274683,2.15187,2.1261125,-0.15607144,0.15448903
-1.0672123,-2.4114103,-0.64722013,0.26377475,0.3211401
0.82376564,1.1774677,-1.8383619,0.2959691,-1.3257005
0.4620551,1.5615554,0.5068975,1.5151293,-0.49704647
-0.17449744,0.090056576,0.9320158,0.08819616,-0.41873512
0.56056166,0.553166,-0.5574522,-0.58019084,-0.9502758
0.4448853,1.858303,1.3289626,-0.8463392,-0.81570023
-2.6152074,-0.5592552,0.17794125,0.9617414,-0.7046964
1.9761078,-1.2731632,2.4306092,-1.384428,-1.0305845
-0.3131852,-0.58237875,-0.1554526,-0.0013565402,0.2864673
1.9676766,-0.10589807,-0.76964855,0.124678575,0.4090645
-0.73114216,0.24548858,1.0285572,1.9593309,0.27841228
0.34047648,0.60587007,-0.8662635,0.26840118,0.26002896
1.6713291,1.1070074,-1.1677597,0.36502457,-0.88395905
1.5563297,0.5280812,0.5075986,-0.93753034,0.8337466
2.134754,-0.9705686,-0.609946,-0.5909661,-0.27342772
0.785067,-0.5898283,-0.012578855,-0.68232846,-0.9593965
-1.4504685,0.83323145,0.79519457,-0.10565757,0.94155335
0.16921979,0.41368732,-0.7713028,0.52567446,0.6754327
-0.7881784,-0.07029731,1.26493,0.22653832,-1.0495158
0.028913528,1.223032,-0.769802,0.1798082,0.3050083
-2.2273567,-1.0947728,2.532248,-0.5794402,-0.12958625
-0.06665741,-2.010599,0.723246,1.723944,-2.117342
-0.97188556,-0.15910235,0.6423068,-1.0371222,-0.42036584
-1.6270642,0.37518272,-0.4259822,-2.1978877,-0.60324115
-0.12751704,-1.2040043,-1.052268,-0.1535968,0.5971302
2.6355774,1.0015626,1.4815806,0.38340425,-0.10036427
-0.3903287,1.3092449,0.50901884,-0.38607803,1.3007644
1.4559788,-1.1759614,0.4332123,0.38915423,-0.59789836
0.14809231,1.2101691,-0.87835675,-0.9767483,-0.595052
0.8441806,-0.7556207,-0.41820443,-1.3950624,2.663877
-0.94388705,1.7225904,0.15531892,-0.79430985,-0.2250328
0.55038565,-0.5976647,-0.4081757,-0.94233227,-0.54579586
1.0661768,0.4973454,-2.395238,1.0495399,-1.818342
1.4526441,-1.0112965,-0.7018229,-1.3477014,0.38021785
0.29292285,-1.110101,-1.3037746,0.83192223,-1.0794724
-0.43378624,1.3703096,-0.08465108,0.9174224,1.0191181
-0.5090344,1.5472499,-0.9877115,1.2902617,-0.93818784
0.76814747,-1.1522462,-1.1888415,-1.3323966,-0.67903537
-0.61212635,0.7038951,0.37079448,-0.9921351,-0.39056993
-0.08637846,-0.24439763,0.66288346,-2.0577757,-0.937466
0.48224995,1.5219986,-0.46123666,-0.16277316,-0.49482414
0.41143957,-0.096754804,0.98088235,0.6642134,-0.3210313
-1.2040147,0.7059248,0.059039604,0.966814,-1.2115582
-0.8879221,0.9259911,1.2350812,-0.32641536,0.13011353
0.19620137,-0.016369656,1.0811766,-0.048319925,-0.3048372
-1.8848102,-0.26443744,-1.7213565,0.82907754,-1.087375
-0.3443003,0.3785271,-0.37028924,1.3989768,-1.2365333
-1.7050991,-1.0255543,-0.22302832,-0.32417968,-0.13134232
1.1712315,1.1666656,0.1063831,0.5359047,0.6938491
0.84948653,-0.70471185,1.1394279,1.7019038,0.5919193
0.26217288,-0.120301954,1.792492,0.062603034,-1.2923717
2.1303704,-0.2534452,0.059966944,-0.38623244,0.92506
0.003687611,-0.59116167,-0.81870246,1.7395722,-0.7744186
0.8983914,0.7487115,-0.9536642,0.7129436,0.25282404
0.44335493,-0.17725565,-2.286845,-0.83773935,-1.0227542
-1.3614458,1.6603829,-1.5669394,-0.44586673,-0.13593686
0.6399507,0.6241432,2.0067973,0.10434719,-0.30467397
1.42629,0.9512964,0.9867624,-1.0347222,0.2657661
-0.3731846,-0.7558149,0.003861713,-0.18295845,-1.2004874
0.55379784,0.4146467,0.40598378,-0.37081292,-0.30788216
0.68927,0.1806964,-0.034865018,0.36241138,0.7011811
-2.1231742,-1.9923767,-0.82857066,0.4267566,-0.5589105
0.54250103,-1.4228666,-0.720279,1.0887928,1.0882562
-0.055721078,-2.1331825,0.26541528,1.6519349,-1.2257675
2.0771513,-0.06166022,-1.1745789,0.46698695,0.72817427
-0.7568803,0.48947254,-0.40899184,-1.4555646,-1.0035325
-0.58695436,0.9431718,0.7683919,0.4198034,0.8814461
-2.1878774,-0.75779873,-0.2621445,0.54420114,0.26701114
-0.98595923,-1.2238244,1.0978308,-0.7999593,0.19456604
0.35159594,-1.1473818,-0.44784635,0.68167895,-0.7420586
0.4720246,-1.0768434,1.0343276,-0.40405864,0.20270151
0.9995226,-0.87067336,-1.4298209,-0.6901441,0.6351689
-0.30853516,0.677687,-0.18528439,1.0934999,0.92128426
0.89617455,0.039416913,-1.0742687,1.4617738,0.72219163
-1.137687,0.45632654,1.0826654,0.25657833,0.028401628
0.64019734,-0.55403894,-1.4753827,0.9126323,0.29900625
-0.04599274,-0.26209065,0.059473027,1.2609544,1.7160501
0.7121562,-0.2847224,2.498373,0.33683,0.85965353
1.9585881,-0.34599662,-0.2862793,-0.25383145,-1.2359535
1.702656,-1.607508,0.8110848,-1.1030132,-0.20497118
-1.2694439,-0.49372134,-0.23350565,0.16491899,-0.045240294
0.8597712,0.7734623,1.2809597,0.29103732,-1.056444
0.97313607,-0.38063943,0.04736421,1.5228177,-0.66439795
-0.5022834,0.7554801,-1.7761871,1.3035458,0.7590329
-0.18336768,-0.87063336,0.11956501,-0.9438371,-0.1243267
0.26954964,-1.575849,0.34294307,-0.6055905,-0.86212
-0.18156576,-0.06458336,-1.508897,-1.3188049,-1.4573394
0.9228133,-1.425803,0.43029824,-1.9273597,-0.9619618
-1.4438356,0.9433084,-1.2879983,-1.7302274,-1.7238066
1.4347239,0.73892045,-1.8846307,0.54598415,0.58661497
0.27247116,0.46836486,-1.245582,-0.31987825,1.4902703
-1.6713274,0.7602363,-0.4564076,-1.1400443,1.141797
1.1098235,-0.25811508,-2.92703,-0.99367523,1.6350448
-0.4360752,-1.1126583,-0.28119797,-0.52095985,2.1963089
-1.4443911,-0.56610966,-1.0006558,-0.12031233,-0.7628728
0.08572301,0.73546976,0.11589042,0.058956653,-0.89811105
-1.5205142,-1.0989797,-0.1809937,-0.18348065,-0.47645816
-1.0078031,-1.9742503,-0.017500157,-1.3412328,0.746165
-1.0118892,-1.1628107,1.9069413,-0.8328685,0.24946553
1.5044302,1.0650896,0.9392423,-0.99818027,0.11439443
0.33718148,0.67096794,0.7565071,-0.937684,1.8341407
-0.63030845,0.9472838,0.38614377,0.9156676,-1.1848533
-0.41331246,-0.4593833,-2.145197,0.61024725,1.2132381
-1.4896946,0.55746675,0.096249215,1.2323005,-0.4349436
0.76503795,-0.321533,0.037935574,0.27373126,0.32134038
-0.9354193,1.0345538,0.2970487,0.0326653,0.43468213
-1.1323779,0.5839142,-0.9114061,-1.3117412,-1.2010728
-0.928032,-1.4538369,0.09005587,0.2082855,0.4806614
-0.9198996,0.9377417,-1.1602001,0.6890001,-1.2056566
-0.79548645,-0.8929411,0.04206696,1.8730497,-1.0078782
-0.122847885,1.0940502,-0.73215795,0.92113525,-1.092623
-2.0963194,-0.0041250912,-0.62729305,0.3185027,1.2985063
-0.56882143,1.0216515,0.28814712,0.621086,0.09928593
1.5583254,-0.441649,1.4671035,0.6478922,-1.3275254
0.5222073,0.119475,-1.408866,-0.07081071,-0.93604773
-0.29466292,0.14587449,0.29829174,0.8110747,0.67997986
1.0708919,0.003879037,-0.97456944,1.0291675,0.2759992
-0.51052016,0.8025805,1.6441743,-1.5644892,-1.0105422
-0.13199633,-0.8363983,-1.3476249,-2.1517513,0.17719534
1.6847167,0.6046283,1.1324074,0.34866896,1.2969108
2.5056953,2.0338156,0.32191288,1.1407188,-0.0153461415
0.58567655,1.7742845,-1.6881223,-0.37890756,-0.68243474
-0.12155935,-1.4164035,1.4131584,-0.004428853,1.1540781
-0.24816039,-0.13469754,0.83680564,0.21207495,1.2232709
0.33027565,-0.90217835,0.3195118,1.0671718,-0.25450432
0.5208623,-0.59652984,0.57106787,-1.4160695,-1.3960847
0.4349502,-0.48684266,-1.5273509,-1.5381583,-0.5471609
1.5664251,0.4175414,1.69613,0.116156936,1.6952575
-1.0366884,0.4565432,0.8418687,-0.16182183,0.7875259
1.1807247,1.3017299,-0.53560054,0.1419336,-0.36597502
-0.46613872,-1.1388526,2.2835433,-1.4674356,0.5239049
-1.5534176,-0.85144854,-0.51960003,0.9889989,-1.4104444
0.28880167,0.8240809,1.7932767,0.8791401,-1.6467124
-0.09250461,-1.2179097,-1.0478134,-0.27569026,1.2401305
0.698279,0.33306772,-0.09765126,0.8321616,0.63948107
-0.30082086,-0.42788252,-0.103173375,1.4837295,0.044685394
2.3662486,-0.9676868,1.0165645,-0.68447596,-0.019392094
-0.59963286,1.4381465,0.6934688,-0.7997419,0.100111365
-1.1681018,0.8487906,-1.1959752,-0.087355234,-0.7811706
1.9984413,-0.7046533,-0.5554284,0.14555442,-0.022065705
0.3823639,0.5119307,-0.46505728,0.555508,0.92305696
-0.50247705,-2.1957076,1.2671689,-1.6132343,-0.6142835
-2.1648245,0.18248267,-0.792428,0.7024747,-1.8739237
-0.2471238,-1.606399,1.6265124,-0.7350642,2.476298
-0.0966188,0.44392073,-0.08337657,-0.24496391,-0.55371904
0.73668087,-0.4848909,-0.17593712,-0.69139236,-1.9427608
-0.7729666,0.23962986,0.9938644,-1.0231228,-0.9123299
0.6935193,-0.728032,-0.49981898,0.828681,-0.2614791
-0.9227079,0.7446612,1.1535311,-0.39425,0.7444111
1.8917878,-0.30697292,1.6126299,0.23282146,-1.0294968
1.755349,0.17913198,0.20281604,0.73995095,1.2407203
0.4336532,-0.9985596,-1.4108711,1.1924726,-0.7013026
0.3022048,0.70181704,1.1892644,0.6751786,1.0671349
0.7042774,-1.1236027,-0.08377321,0.767492,-1.2791834
-0.044417553,2.0734224,-2.4528365,-1.535827,1.4038922
0.40949506,0.6429741,0.7752349,-0.69982177,-0.8879379
-0.6787696,-1.5808883,1.0775295,-0.34195516,0.5095171
0.49119532,1.2304039,2.0945933,2.075018,-1.0220422
0.9687383,-0.05427295,-0.9425478,0.21985449,-1.2628483
-0.8494767,0.8007076,0.97417396,-0.19618168,0.2455916
-0.80101734,0.7790754,-1.2726793,-0.87588125,0.42418036
-0.21821944,-0.8852956,1.0331717,0.7404235,-1.5516708
0.7538891,-0.51433104,0.586637,0.9110705,-1.2779154
-1.6462038,-0.18906139,0.8003093,0.07415125,0.10137071
-1.0332665,-0.41851366,1.2711308,1.4618438,-1.1570414
0.73091525,0.4291888,-1.4901171,-2.415247,2.124062
0.039188735,-0.08013179,-0.5448527,-0.31604496,-0.07636599
-0.07091355,-0.5143569,-1.2246375,-0.71392816,-0.38476458
0.40968326,-0.98302746,-0.24671921,0.8720997,0.5269438
0.40072984,-1.8479748,1.7223175,-1.2345355,0.6691818
0.46786433,2.8651571,0.7324025,-1.4550883,-2.0156505
1.651316,-1.4836981,0.82136285,1.089402,-0.8958281
0.043919716,-2.1466029,-1.3646243,-0.073828265,-1.4089334
-0.16700386,0.53001636,-2.6131425,2.4629085,-0.0035215872
1.4481314,-0.95983666,0.51610476,-0.7674835,-0.653111
-2.3379023,0.13085042,-0.2759373,-0.85239834,-0.3185321
0.7783503,0.32585537,-1.2636186,-0.20067683,0.9476609
0.093746245,1.1653299,0.71507365,0.32235998,0.03198788
1.0655963,0.63390744,-0.83201015,1.1217469,-0.29238254
-0.10739102,-1.0380658,0.91132534,-0.25060755,0.72951794
1.3883407,-1.4504868,-0.7118941,0.13376506,-0.75869536
1.9449105,0.65416634,0.93936515,-0.40949187,-1.0134486
-1.3496755,0.28977016,-0.9297893,0.53458774,0.97560465
-1.360226,0.18794546,0.20407534,-0.26745823,-1.5052696
-0.44010043,-2.3220928,-0.18775262,-0.18313095,1.0302551
-2.5803266,-0.48143113,0.9690935,-0.5547248,0.057004686
0.4260492,-1.8809447,-1.2033949,-2.4517713,-0.9206929
-0.6743505,1.9591733,-0.24476048,0.72111994,0.30201104
-1.6502972,-0.37804574,-1.2325957,2.5039845,-1.3890239
1.3619318,-0.53848606,1.4847866,1.045472,0.094969444
-0.3798473,1.1220523,0.022727424,0.18923259,0.4591587
0.15375255,-0.12619655,-0.18550406,0.98661464,0.85584307
0.20027299,-0.024688907,0.18975997,0.62421954,-1.4073197
-0.011922554,0.27848977,0.38250196,0.15675019,0.06622619
-1.9508607,-0.08552242,-1.1371144,1.8933346,0.6967483
-0.37699574,0.81647,-0.47413793,1.7867185,1.1161686
0.92343104,-1.691061,-0.2803588,0.4339637,0.8978002
-0.50193036,0.7321279,0.63001835,-1.7338636,0.042182878
2.3149521,-0.38501573,-0.29903835,-1.6614858,1.8955723
1.9645035,1.4342293,0.2808972,-1.8892404,0.34609747
1.4788191,0.12514292,-0.47680303,-0.2879796,0.4384929
1.2181271,0.02295758,-1.662794,-0.24134351,0.3903285
0.12845805,-0.25332308,-1.2470807,-1.823475,-0.580098
1.4041272,0.4820359,1.7853683,-0.4892386,-0.62489086
0.78063965,-0.12769228,-0.8087026,-0.07623404,-0.29701066
0.96287096,-0.5310504,-0.22148407,1.1431148,-0.21015556
0.23909633,-0.621955,-0.87010264,-0.8742221,-0.8302989
-0.13325852,0.18483183,-0.66086245,-0.06984942,-1.4035623
0.95504946,0.060436852,1.0230055,0.9737852,-0.28166908
-0.18143399,-0.70554185,-0.885211,-0.7582634,0.60534066
-0.76865953,-0.32274026,0.50526303,1.0202819,0.14634316
-1.0823762,1.6683962,-1.9303942,1.1634316,0.9894508
-0.014685487,1.1118298,1.109751,1.3564459,-0.46877745
-0.7541949,0.59300214,-0.853056,0.9687163,1.1072373
0.5709132,-1.3605869,0.7187833,-0.48068818,1.637894
1.2447557,-0.15111585,-0.7048992,-1.265423,-0.32697597
-1.1236262,0.73879224,-0.57379043,1.7950981,0.045254976
-0.42509034,0.053682838,0.47125828,1.4047903,0.38401932
0.10832083,-0.84346825,-0.2467526,-0.46959823,0.81420636
-0.16694142,0.1242441,1.2971774,0.49960306,0.5679541
1.3660719,-0.69218177,0.9248701,-0.120441064,-1.982344
0.3127776,-0.27572012,-1.489699,0.12909882,1.1699677
-0.44209245,-0.39090088,0.16770014,0.15607232,1.3715057
1.0382987,0.7581103,0.90533614,-1.2104658,0.41288862
-0.17374943,-0.52738386,0.87976056,0.9524191,0.6900752
0.5999684,0.47431406,0.20030212,-1.4844898,0.019360922
0.43151715,0.98568594,0.05970041,-0.050999377,2.1513526
-0.42108783,-0.555272,-1.032214,0.83276314,-1.2308943
-0.16610397,-0.555586,0.6435942,1.3345484,-0.27685985
1.1009523,0.941285,-0.1512002,0.81807935,-0.71889544
0.065396175,1.3727148,1.4468226,0.82420385,0.864578
0.4848657,-0.49655524,0.19687158,-0.50277203,0.56764644
0.82105196,0.15260166,0.6069641,0.52265817,-0.46610472
-0.48285866,-1.0373034,-1.8360718,-1.3226029,-0.09643536
1.2912476,0.52629197,-1.0376403,0.008871302,0.23352069
-0.18236624,0.50673634,0.6764432,-1.3492421,-1.6499382
0.43970206,1.220011,-0.23365934,-1.3714744,0.17963105
0.23363435,0.4812371,-0.26485127,0.096442364,1.1583947
-1.2649258,0.64941007,-0.9442139,-0.92323697,0.2799796
2.1050096,-0.5688754,-0.46498355,-0.022363225,-0.6674212
0.26811802,0.31664494,0.2327111,0.58812445,-0.74979025
0.51882106,-1.3898636,-1.0566994,-0.7297062,-0.975494
-0.007142974,-0.35589138,-0.6348586,-0.7134078,0.5632097
1.1077218,-2.4901896,0.44168425,-0.4016177,0.512527
1.1872685,-1.0754442,-0.64395607,0.10435689,-2.3174539
-0.39562163,-1.0293562,-0.35169634,0.07647292,-0.06645643
-0.43566075,-0.81233424,0.41131777,-1.1563253,0.46176612
0.8890347,-0.7747237,0.5664841,-1.732085,-0.8926236
-0.026235344,-0.20896323,-1.0124016,1.917115,0.018727668
0.7269275,0.9846469,0.37723517,-1.037335,-1.1805563
-1.0556935,0.8202436,0.9155297,0.07394757,1.4698352
0.21056777,-0.54089147,-0.58480334,0.5076664,0.8236272
-0.41008303,0.11686341,-0.76027805,-0.32230306,-1.7728144
2.060092,-0.2836045,-0.96851015,0.123369135,-0.03918366
0.020984007,-1.5597891,1.0457647,1.9708278,0.07743513
0.88128024,0.2533732,0.056965247,0.02326207,0.12880069
2.3378937,-0.2693058,-1.3280298,-1.1009758,1.2186388
0.5320356,-1.0350448,0.32324153,-0.71973497,-0.07534556
0.38901344,-0.13357921,1.5754943,0.014886743,-1.2035477
-0.9499055,-0.7968022,1.1240155,-1.9352975,0.44085708
-0.18196233,-0.019839859,0.7431594,0.1282518,1.6448474
0.46735474,-0.18679242,1.5554953,0.8900302,-0.6372572
0.52687174,1.1951206,0.37288842,-0.09083909,-0.6494426
0.9176633,-0.635866,-1.9536735,-1.9853321,0.84254384
-0.532699,0.46750006,-1.1856372,1.5010763,-2.4282978
-0.40958148,0.20722936,-0.68061954,-0.30660293,-1.6348325
-0.1663869,-0.40669197,-1.1577827,-0.9175107,0.4935381
